-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 11/21/2025 in LST
Location: latitude  11.5662   longitude 104.882 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 9.54 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS              MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR
2018,6,15,30.17,24.24,26.73,88.84,3.33,250.0,100.62,6.51
2018,6,16,28.62,25.11,26.61,92.15,4.21,214.2,100.58,20.72
2018,6,17,29.42,25.16,26.9,91.39,4.5,219.8,100.44,36.16
2018,6,18,28.13,24.86,26.37,92.87,4.36,210.5,100.42,18.0
2018,6,19,29.06,24.85,26.58,91.44,4.24,210.4,100.6,7.69
2018,6,20,29.44,24.95,26.98,92.0,3.81,201.4,100.73,9.59
2018,6,21,29.45,25.06,27.03,91.58,2.98,220.8,100.79,5.13
2018,6,22,30.13,24.14,27.1,88.9,2.63,230.2,100.72,0.53
2018,6,23,30.57,24.34,27.3,88.15,2.28,231.9,100.66,1.13
2018,6,24,31.14,23.97,27.62,86.13,2.98,231.8,100.66,0.41
2018,6,25,30.14,24.5,27.05,89.39,3.05,217.6,100.67,8.55
2018,6,26,29.49,24.2,26.59,90.23,2.48,231.9,100.75,27.66
2018,6,27,28.78,23.19,25.98,88.71,2.3,204.5,100.85,1.05
2018,6,28,31.02,23.47,27.26,84.62,1.78,206.0,100.75,0.62
2018,6,29,31.4,24.3,27.7,85.03,2.34,241.1,100.58,0.58
2018,6,30,31.45,24.63,27.62,85.61,2.72,240.0,100.59,1.92
2018,7,1,29.9,25.25,27.22,89.98,3.05,225.2,100.67,3.31
2018,7,2,29.38,24.92,26.79,91.09,3.86,221.9,100.69,3.69
2018,7,3,30.7,24.05,27.1,88.2,3.82,231.3,100.64,13.91
2018,7,4,29.46,24.34,26.65,90.0,5.0,229.9,100.64,19.77
2018,7,5,29.47,23.94,26.24,88.94,4.85,222.9,100.61,6.99
2018,7,6,29.19,23.85,26.14,92.25,4.88,215.7,100.5,34.84
2018,7,7,28.25,24.56,26.11,92.08,3.46,236.5,100.45,18.65
2018,7,8,29.13,23.85,26.43,87.92,2.74,259.4,100.45,7.79
2018,7,9,29.83,24.69,26.85,88.32,3.64,247.5,100.48,10.87
2018,7,10,29.07,24.23,26.64,90.12,3.2,249.7,100.48,27.08
2018,7,11,28.2,24.15,26.02,91.1,3.99,245.2,100.47,18.28
2018,7,12,29.35,23.78,25.97,89.14,4.92,240.1,100.45,2.93
2018,7,13,28.86,23.54,25.88,91.05,4.18,238.8,100.42,2.73
2018,7,14,28.65,24.0,25.89,90.74,4.64,234.0,100.47,1.57
2018,7,15,28.79,23.19,25.75,88.78,4.49,239.4,100.55,0.84
2018,7,16,29.18,24.13,26.27,88.6,3.91,243.8,100.48,6.48
2018,7,17,28.98,23.49,26.04,90.46,4.48,227.8,100.25,4.63
2018,7,18,29.43,24.8,26.6,92.32,4.88,217.4,100.23,3.34
2018,7,19,29.04,24.92,26.67,92.17,4.9,214.0,100.47,10.14
2018,7,20,29.78,25.16,27.14,90.98,3.76,222.2,100.6,1.32
2018,7,21,29.28,24.78,26.8,91.54,3.53,235.6,100.64,1.16
2018,7,22,30.11,24.99,26.96,89.1,4.48,231.4,100.61,0.02
2018,7,23,29.63,24.79,26.89,89.83,3.81,233.5,100.57,0.0
2018,7,24,29.51,25.01,26.97,90.9,3.54,234.0,100.62,0.05
2018,7,25,29.69,24.24,26.8,90.06,4.03,227.3,100.66,0.29
2018,7,26,31.28,24.47,27.44,87.24,3.56,232.4,100.65,0.51
2018,7,27,30.06,24.87,27.04,89.37,4.5,226.8,100.62,0.05
2018,7,28,30.7,24.02,27.08,88.11,3.91,231.2,100.6,1.2
2018,7,29,28.24,24.75,26.34,92.02,3.32,227.3,100.62,0.75
2018,7,30,28.85,23.97,26.25,92.09,2.89,225.6,100.68,2.65
2018,7,31,30.13,23.71,26.87,86.39,3.03,264.9,100.72,0.03
2018,8,1,30.35,23.77,26.67,85.78,3.71,245.3,100.76,0.25
2018,8,2,28.74,23.8,26.1,90.18,4.08,240.5,100.71,1.92
2018,8,3,29.65,24.18,26.34,87.49,4.3,234.0,100.67,0.22
2018,8,4,30.58,24.51,26.91,86.08,4.06,240.5,100.58,1.98
2018,8,5,27.94,24.24,25.83,91.43,3.68,234.0,100.59,6.1
2018,8,6,28.52,23.94,25.83,91.25,3.43,241.2,100.59,0.82
2018,8,7,28.33,23.69,25.66,90.13,3.31,244.2,100.49,1.99
2018,8,8,28.55,23.65,25.91,90.18,3.19,249.4,100.46,1.57
2018,8,9,28.31,23.38,25.45,89.03,3.83,239.1,100.61,3.56
2018,8,10,29.61,23.05,25.96,88.64,4.39,222.8,100.65,3.94
2018,8,11,29.52,23.96,26.27,87.73,4.46,236.4,100.58,0.46
2018,8,12,29.79,24.1,26.34,88.33,5.2,229.5,100.53,1.26
2018,8,13,30.61,23.92,26.66,86.81,4.79,230.4,100.59,0.42
2018,8,14,29.3,24.4,26.34,89.2,4.11,227.9,100.62,1.02
2018,8,15,30.26,24.34,26.77,88.11,4.21,232.7,100.68,0.03
2018,8,16,30.43,23.54,26.73,84.64,4.78,238.2,100.49,0.01
2018,8,17,30.26,24.13,26.92,86.79,4.52,226.8,100.26,0.17
2018,8,18,30.52,25.1,27.2,87.58,5.01,213.6,100.38,0.52
2018,8,19,29.62,24.73,26.84,88.49,4.04,215.2,100.61,3.9
2018,8,20,30.27,24.35,26.75,87.13,3.75,239.1,100.7,4.43
2018,8,21,29.99,23.74,26.63,88.33,3.65,232.8,100.56,1.5
2018,8,22,31.49,24.55,27.45,84.95,3.53,238.7,100.48,0.47
2018,8,23,29.83,24.64,26.8,89.14,4.22,215.5,100.63,0.08
2018,8,24,30.34,24.53,27.03,87.54,3.7,224.5,100.68,0.15
2018,8,25,30.27,24.22,26.78,86.85,3.48,248.5,100.63,0.44
2018,8,26,30.71,24.02,26.81,84.93,3.64,248.0,100.57,0.9
2018,8,27,29.63,24.08,26.39,84.99,3.61,237.6,100.74,0.59
2018,8,28,31.82,23.37,27.04,83.76,3.61,242.8,100.78,0.85
2018,8,29,30.98,23.35,26.93,83.95,4.16,239.2,100.72,1.59
2018,8,30,31.32,24.35,27.14,83.4,4.59,223.4,100.65,0.03
2018,8,31,32.24,24.06,27.59,81.02,4.19,228.7,100.78,0.0
2018,9,1,33.05,23.43,28.01,78.63,2.96,257.6,100.84,0.01
2018,9,2,31.76,24.31,27.84,82.04,2.67,256.3,100.65,0.24
2018,9,3,29.4,24.69,26.67,87.1,3.57,232.2,100.73,1.14
2018,9,4,29.83,23.47,26.2,85.6,3.45,230.5,100.82,0.46
2018,9,5,32.13,22.88,27.22,80.44,3.7,256.0,100.76,3.45
2018,9,6,32.99,23.65,27.92,78.48,3.39,277.5,100.57,5.59
2018,9,7,30.47,24.31,27.21,85.33,2.4,263.4,100.5,9.43
2018,9,8,28.79,24.79,26.48,89.63,2.61,219.3,100.59,24.18
2018,9,9,31.42,23.79,27.22,84.22,2.53,192.3,100.76,0.0
2018,9,10,30.76,24.09,27.11,85.24,2.51,218.7,100.96,0.83
2018,9,11,30.71,24.31,27.37,84.64,2.35,248.7,100.85,42.23
2018,9,12,29.76,24.66,26.71,88.02,3.02,252.4,100.7,1.26
2018,9,13,30.04,23.68,26.53,88.37,3.18,229.9,100.6,15.29
2018,9,14,29.02,23.4,25.6,88.81,4.12,226.9,100.65,8.7
2018,9,15,30.44,23.6,26.53,86.78,3.98,225.1,100.48,3.35
2018,9,16,28.58,24.05,26.16,90.29,4.07,221.5,100.35,3.32
2018,9,17,29.72,24.53,26.3,89.47,4.59,218.9,100.46,21.25
2018,9,18,28.93,24.54,26.19,89.63,3.78,216.0,100.72,0.77
2018,9,19,30.17,23.41,26.63,85.37,2.75,310.2,100.78,0.0
2018,9,20,30.36,24.31,26.74,88.14,2.58,3.6,100.71,3.86
2018,9,21,30.78,24.09,27.2,85.92,2.47,165.7,100.82,5.49
2018,9,22,29.43,24.28,26.34,89.02,2.22,165.5,100.97,6.5
2018,9,23,30.58,23.83,27.14,85.43,1.97,111.7,101.02,4.38
2018,9,24,30.23,24.81,27.01,84.97,1.16,200.3,100.97,0.06
2018,9,25,31.13,23.48,26.98,84.93,2.69,251.2,100.81,3.03
2018,9,26,33.18,22.96,27.88,80.93,2.18,247.2,100.71,0.05
2018,9,27,32.27,24.01,28.28,81.92,1.75,243.2,100.64,0.07
2018,9,28,31.62,25.28,28.66,82.93,1.84,254.9,100.6,0.35
2018,9,29,30.4,25.6,27.77,87.79,1.99,87.4,100.62,6.1
2018,9,30,30.78,24.49,27.43,88.28,2.25,145.0,100.66,52.94
2018,10,1,28.99,24.08,26.22,91.52,2.2,125.2,100.79,2.06
2018,10,2,29.79,23.86,26.17,88.72,1.99,45.0,100.85,0.68
2018,10,3,28.32,23.96,26.16,90.55,1.97,31.8,100.87,17.94
2018,10,4,30.63,24.64,27.13,86.63,1.98,102.8,100.86,0.99
2018,10,5,28.72,24.18,26.09,91.57,2.27,83.9,100.93,4.62
2018,10,6,31.3,24.15,27.33,84.6,2.32,106.0,100.93,3.15
2018,10,7,31.88,24.07,27.66,81.66,2.02,97.3,100.94,5.72
2018,10,8,32.31,24.0,27.8,80.36,1.99,86.4,100.86,1.91
2018,10,9,32.48,23.68,27.73,80.42,1.85,87.0,100.85,4.51
2018,10,10,32.67,23.57,27.98,81.91,2.04,93.5,100.86,0.67
2018,10,11,32.81,24.79,28.27,79.81,3.23,58.3,100.92,0.01
2018,10,12,32.79,23.59,28.27,78.44,3.15,68.1,101.0,0.06
2018,10,13,32.68,24.93,28.32,82.24,1.85,43.6,101.0,3.09
2018,10,14,31.93,24.82,27.81,84.5,2.2,162.0,101.0,7.49
2018,10,15,31.11,24.6,27.34,85.83,2.3,134.8,101.03,5.17
2018,10,16,30.19,24.17,27.0,86.94,2.23,174.9,101.0,0.46
2018,10,17,31.17,23.89,27.53,84.23,1.65,233.0,100.87,0.01
2018,10,18,30.13,25.2,27.59,85.99,1.96,336.3,100.78,4.03
2018,10,19,29.97,24.41,26.73,88.4,2.75,121.9,100.93,35.21
2018,10,20,29.34,23.97,26.45,90.02,3.24,125.9,100.97,8.4
2018,10,21,30.74,23.97,27.2,85.47,2.55,152.0,101.07,0.15
2018,10,22,30.42,24.62,27.12,85.15,1.62,152.1,101.04,0.08
2018,10,23,32.4,23.95,27.5,80.3,1.83,147.6,101.0,1.42
2018,10,24,28.33,24.06,25.86,89.56,1.73,304.4,101.05,36.85
2018,10,25,29.48,23.37,26.46,87.99,1.99,85.9,101.09,1.19
2018,10,26,31.92,24.57,27.31,83.15,2.46,72.7,101.11,0.01
2018,10,27,32.0,23.3,27.77,82.57,2.4,64.2,101.03,4.82
2018,10,28,31.35,24.27,27.45,83.54,2.55,37.6,100.98,5.18
2018,10,29,32.24,23.33,27.38,81.3,3.47,50.7,100.86,0.0
2018,10,30,30.81,22.83,26.19,77.89,3.87,54.4,100.87,0.0
2018,10,31,29.91,20.54,24.59,78.54,4.29,42.9,100.98,0.0
2018,11,1,30.34,20.79,24.96,78.1,3.79,38.7,100.93,0.0
2018,11,2,31.53,21.71,25.9,76.74,2.93,38.5,100.98,0.0
2018,11,3,32.13,21.72,26.79,80.36,2.6,64.6,101.06,0.45
2018,11,4,31.93,24.53,27.46,84.17,2.28,60.3,100.98,1.94
2018,11,5,32.89,24.43,27.89,79.54,2.69,60.2,100.85,0.21
2018,11,6,33.33,23.66,28.19,78.09,3.27,63.2,100.85,0.25
2018,11,7,31.98,23.68,27.45,82.31,3.92,73.4,100.87,0.83
2018,11,8,30.34,24.44,26.89,86.11,2.43,101.2,100.84,0.21
2018,11,9,31.85,23.97,27.58,83.33,2.15,97.2,100.8,0.09
2018,11,10,31.29,24.92,28.09,75.94,1.03,59.3,100.88,0.05
2018,11,11,32.64,23.56,28.06,76.51,1.76,104.6,100.91,0.19
2018,11,12,33.42,24.71,28.39,77.18,1.71,93.6,100.82,0.26
2018,11,13,32.04,24.32,27.8,80.54,1.8,145.9,100.7,1.89
2018,11,14,32.04,23.48,27.52,83.75,2.24,144.3,100.79,7.82
2018,11,15,33.08,23.57,27.93,80.63,2.48,144.7,100.88,0.13
2018,11,16,33.22,24.37,27.96,81.24,2.3,143.9,100.95,0.26
2018,11,17,30.89,24.11,27.19,84.49,2.11,144.3,100.96,1.06
2018,11,18,33.14,23.94,28.23,76.66,1.81,66.8,100.96,0.42
2018,11,19,31.42,23.23,27.04,80.45,3.07,67.4,101.02,3.05
2018,11,20,33.35,23.89,27.74,77.39,3.57,115.4,101.05,0.04
2018,11,21,34.57,23.37,28.06,72.4,1.93,88.0,100.98,0.15
2018,11,22,34.62,22.5,27.8,72.19,2.62,75.3,101.0,0.0
2018,11,23,34.42,23.4,28.43,70.5,3.27,42.1,101.03,0.0
2018,11,24,33.41,24.2,28.13,68.55,4.05,16.7,100.95,0.08
2018,11,25,31.65,24.55,27.22,74.76,4.58,3.9,100.86,0.42
2018,11,26,29.71,23.7,25.8,81.69,6.92,4.5,100.78,0.5
2018,11,27,31.42,23.56,26.85,80.71,3.98,134.4,101.01,0.19
2018,11,28,33.35,23.33,27.99,77.04,1.72,69.4,101.1,0.18
2018,11,29,34.43,24.35,28.69,72.94,2.23,89.7,101.12,0.02
2018,11,30,34.37,23.77,28.67,70.94,2.55,97.4,101.09,0.02
2018,12,1,35.1,24.29,29.0,70.28,2.2,80.4,100.94,0.38
2018,12,2,34.84,24.71,28.9,72.75,2.03,93.2,100.86,0.0
2018,12,3,36.39,23.86,29.57,66.95,2.76,75.9,100.87,0.08
2018,12,4,35.45,25.51,29.52,71.67,2.91,102.5,100.87,0.01
2018,12,5,36.24,24.22,29.03,67.34,2.17,110.2,100.81,0.02
2018,12,6,36.3,23.25,29.37,65.17,2.68,82.9,100.71,0.04
2018,12,7,31.16,25.26,27.71,79.34,2.1,104.1,100.85,4.63
2018,12,8,34.65,24.25,28.24,72.04,2.52,100.7,100.9,0.03
2018,12,9,33.6,24.05,28.73,69.57,1.58,58.1,100.93,0.39
2018,12,10,34.8,24.45,29.23,69.67,2.58,102.6,100.89,0.25
2018,12,11,35.24,25.04,29.38,69.53,2.92,104.1,100.94,0.54
2018,12,12,36.61,25.28,30.02,64.75,3.23,81.8,101.01,0.0
2018,12,13,35.63,24.6,29.55,60.84,5.54,52.8,101.12,0.0
2018,12,14,35.96,24.46,29.49,63.58,5.51,47.7,101.12,0.0
2018,12,15,33.5,25.81,28.75,70.69,4.78,54.6,101.11,11.24
2018,12,16,33.49,24.3,28.04,74.93,5.0,59.2,101.18,2.83
2018,12,17,34.12,24.78,28.54,67.9,4.34,56.9,101.2,0.0
2018,12,18,35.28,23.7,28.69,61.93,4.47,56.9,101.14,0.0
2018,12,19,35.73,23.77,28.98,64.05,3.04,66.9,101.17,0.01
2018,12,20,35.86,24.08,29.58,67.2,1.77,133.3,101.04,0.0
2018,12,21,36.04,24.09,29.62,68.87,2.08,127.7,100.91,0.0
2018,12,22,35.66,24.32,29.36,68.88,2.47,93.0,100.9,0.84
2018,12,23,36.39,23.14,28.96,63.99,3.27,64.2,100.87,1.1
2018,12,24,35.85,24.58,29.18,65.0,3.6,52.9,100.8,1.46
2018,12,25,34.8,24.48,29.11,69.35,2.3,39.9,100.78,3.78
2018,12,26,31.04,25.36,27.76,75.67,1.5,136.1,100.76,0.83
2018,12,27,30.43,24.23,26.67,79.41,2.82,15.2,100.75,5.53
2018,12,28,31.62,23.39,26.78,76.37,3.86,53.4,100.86,4.52
2018,12,29,33.01,23.77,27.6,72.21,3.31,48.2,101.01,0.69
2018,12,30,33.32,23.64,27.82,68.46,4.31,44.1,101.14,0.75
2018,12,31,34.15,23.76,28.08,59.0,5.46,32.0,101.23,0.0
2019,1,1,27.92,23.1,25.15,61.57,5.74,23.7,101.34,0.01
2019,1,2,28.18,22.81,24.51,65.8,5.52,14.3,101.28,0.24
2019,1,3,31.14,22.43,25.88,68.58,5.09,23.9,101.21,3.76
2019,1,4,32.25,22.89,26.65,77.97,3.86,70.4,101.21,8.09
2019,1,5,33.36,22.82,27.29,74.23,3.5,104.3,101.18,0.0
2019,1,6,35.27,22.47,28.53,71.19,2.98,99.3,101.13,0.01
2019,1,7,35.81,24.12,28.78,65.27,2.04,98.1,101.1,0.0
2019,1,8,35.47,22.59,28.29,65.89,3.09,114.6,101.11,0.3
2019,1,9,35.24,23.56,28.67,65.84,2.63,104.0,101.13,0.0
2019,1,10,34.77,24.41,28.82,67.6,2.35,127.1,101.08,0.0
2019,1,11,35.35,23.63,29.1,61.61,2.36,69.6,101.08,0.0
2019,1,12,36.13,24.09,29.65,58.85,2.5,68.0,101.03,0.01
2019,1,13,35.72,24.4,29.53,57.74,2.27,77.8,100.99,0.0
2019,1,14,36.27,22.73,29.08,53.7,2.72,80.8,100.91,0.0
2019,1,15,36.44,22.94,28.78,52.6,3.1,48.9,100.93,0.35
2019,1,16,34.5,24.02,28.29,69.14,2.31,85.8,100.98,6.26
2019,1,17,35.12,23.54,28.72,64.66,3.49,67.9,100.97,0.02
2019,1,18,35.21,23.54,28.78,59.07,4.33,48.5,101.03,0.02
2019,1,19,36.27,22.41,28.9,53.56,4.12,51.9,100.97,0.0
2019,1,20,36.64,22.98,29.48,56.42,2.69,49.1,100.98,0.0
2019,1,21,35.36,24.71,29.56,56.75,3.04,49.3,101.05,0.0
2019,1,22,35.96,24.09,29.59,53.55,4.34,56.0,101.17,0.0
2019,1,23,35.1,22.32,28.1,50.6,4.26,49.1,101.19,0.0
2019,1,24,34.99,21.0,27.3,47.69,3.56,68.2,101.2,0.0
2019,1,25,34.3,20.12,26.77,52.41,2.59,64.9,101.28,0.0
2019,1,26,35.18,19.42,27.47,49.9,4.12,57.0,101.25,0.0
2019,1,27,34.36,21.99,27.37,50.13,5.16,51.7,101.27,0.0
2019,1,28,35.48,20.3,27.41,48.39,3.88,49.9,101.18,0.0
2019,1,29,35.27,22.12,28.51,52.95,1.84,60.4,101.15,0.0
2019,1,30,36.46,23.64,29.34,54.96,2.13,103.7,101.14,0.0
2019,1,31,36.26,22.45,29.0,52.43,2.76,65.1,101.19,0.0
2019,2,1,36.51,22.86,28.93,48.18,2.79,72.1,101.18,0.0
2019,2,2,36.99,23.55,29.87,50.94,1.99,128.2,101.07,0.02
2019,2,3,38.04,23.99,30.81,53.68,2.31,163.3,101.1,0.05
2019,2,4,37.54,24.27,30.59,58.69,3.04,159.9,101.14,0.0
2019,2,5,37.41,24.66,30.58,56.76,3.25,163.6,101.12,0.0
2019,2,6,37.24,23.69,29.9,55.77,4.0,164.8,101.03,0.0
2019,2,7,37.79,23.32,30.35,56.99,3.15,163.4,101.05,0.0
2019,2,8,38.96,24.11,30.9,55.45,3.06,166.0,101.0,0.0
2019,2,9,38.92,24.4,30.74,55.34,3.51,157.0,101.03,0.0
2019,2,10,37.98,23.0,29.79,55.52,4.04,146.3,101.24,0.0
2019,2,11,38.4,22.49,30.2,48.83,2.61,107.6,101.32,0.02
2019,2,12,36.8,24.78,30.56,50.83,2.92,81.3,101.39,0.58
2019,2,13,37.7,24.0,30.26,45.48,2.77,99.1,101.34,0.0
2019,2,14,37.76,22.58,30.0,51.06,2.42,139.5,101.16,0.0
2019,2,15,37.47,23.24,29.93,50.49,2.57,141.4,101.21,0.0
2019,2,16,37.35,22.61,29.63,48.79,2.88,158.9,101.19,0.21
2019,2,17,37.0,23.41,29.86,54.79,3.87,170.4,101.09,0.0
2019,2,18,37.48,23.53,30.25,54.04,3.9,170.3,101.04,0.0
2019,2,19,37.92,23.66,30.63,54.42,3.91,151.7,101.13,0.0
2019,2,20,37.59,24.41,30.82,55.21,3.81,151.0,101.26,0.0
2019,2,21,38.22,24.69,31.51,54.54,3.15,163.0,101.16,0.02
2019,2,22,38.4,25.66,31.43,54.36,3.86,160.7,101.03,0.3
2019,2,23,37.73,24.62,30.51,56.89,3.36,153.8,100.96,1.23
2019,2,24,38.21,24.26,30.93,51.06,3.86,146.3,100.92,0.35
2019,2,25,38.59,25.02,30.97,49.62,5.27,142.3,100.96,0.0
2019,2,26,38.38,24.76,30.64,50.89,4.65,132.9,100.93,0.0
2019,2,27,38.89,23.4,31.01,48.3,1.97,128.5,100.8,0.0
2019,2,28,38.29,24.19,30.9,49.62,3.61,162.0,100.83,0.1
2019,3,1,38.51,24.48,31.07,49.61,2.81,157.5,100.92,0.01
2019,3,2,38.36,24.19,30.73,47.62,3.42,160.9,100.82,0.0
2019,3,3,38.34,23.2,30.6,47.29,3.57,164.7,100.76,0.01
2019,3,4,38.53,24.42,30.98,49.28,4.67,162.7,100.76,0.0
2019,3,5,38.73,22.88,29.98,45.88,3.92,166.7,100.87,0.0
2019,3,6,39.73,22.59,30.5,48.8,3.47,178.9,100.93,0.0
2019,3,7,40.09,22.78,31.42,50.58,3.43,188.4,100.88,0.0
2019,3,8,39.93,25.26,31.95,51.37,3.87,168.6,100.91,0.0
2019,3,9,39.61,25.11,31.96,49.71,3.6,177.7,100.9,0.0
2019,3,10,39.9,25.53,32.23,50.92,4.05,195.6,100.95,0.0
2019,3,11,40.89,25.53,32.78,45.86,3.28,191.3,100.89,0.0
2019,3,12,39.95,25.6,32.74,47.37,3.82,181.9,100.93,0.0
2019,3,13,40.13,26.51,32.85,44.3,3.9,156.3,100.98,0.0
2019,3,14,39.27,26.03,32.37,46.97,4.27,153.8,101.13,0.01
2019,3,15,38.54,26.78,32.27,49.56,3.39,125.2,101.11,0.52
2019,3,16,38.5,26.18,32.4,48.88,3.17,152.6,101.1,0.67
2019,3,17,39.55,26.97,33.18,47.19,3.2,153.1,101.02,0.05
2019,3,18,39.86,26.8,32.91,47.27,3.62,138.3,100.95,0.07
2019,3,19,38.86,26.34,32.27,49.64,4.31,156.2,100.91,0.01
2019,3,20,38.5,25.93,32.22,48.82,3.25,164.2,100.87,0.07
2019,3,21,39.88,26.88,33.16,47.98,3.98,183.7,100.83,0.16
2019,3,22,40.61,27.29,33.36,52.1,3.68,191.8,100.76,1.32
2019,3,23,35.6,27.39,30.69,68.55,3.41,171.3,100.8,13.49
2019,3,24,35.72,26.5,30.04,69.78,3.83,134.5,100.83,1.31
2019,3,25,34.7,25.12,28.94,68.55,2.65,110.4,100.98,1.85
2019,3,26,38.29,25.49,31.06,59.55,2.72,127.5,101.01,0.97
2019,3,27,37.3,25.65,30.66,62.97,2.74,148.9,101.05,2.89
2019,3,28,37.55,24.7,30.72,60.56,3.14,181.6,100.94,0.37
2019,3,29,38.44,25.64,31.41,59.0,3.5,190.6,100.73,0.0
2019,3,30,36.23,26.22,31.0,61.11,3.08,196.3,100.75,0.22
2019,3,31,35.97,26.25,30.96,61.33,2.89,146.7,100.91,1.55
2019,4,1,35.91,26.58,30.99,60.39,3.05,135.2,100.98,5.06
2019,4,2,36.56,24.53,30.18,60.41,2.95,115.8,100.99,0.82
2019,4,3,36.87,25.08,30.83,59.04,3.02,167.2,101.0,0.15
2019,4,4,32.98,26.58,29.61,68.56,1.95,151.0,101.0,3.42
2019,4,5,35.01,24.65,29.33,70.35,2.68,149.2,100.98,8.34
2019,4,6,37.42,24.79,30.88,59.88,2.8,151.2,100.9,0.85
2019,4,7,37.09,24.84,30.91,61.94,3.13,160.0,100.9,0.87
2019,4,8,38.25,26.2,31.92,58.81,2.61,167.7,100.76,0.15
2019,4,9,39.18,26.5,32.54,54.52,3.01,164.8,100.74,0.51
2019,4,10,39.26,27.33,32.96,51.29,2.2,162.6,100.73,0.02
2019,4,11,39.84,28.04,33.44,51.67,3.1,193.0,100.59,0.39
2019,4,12,37.78,27.52,32.49,56.43,3.55,177.0,100.64,1.54
2019,4,13,34.29,27.41,30.46,69.71,2.71,161.4,100.77,5.89
2019,4,14,39.53,26.45,31.89,59.12,2.8,143.1,100.81,0.22
2019,4,15,39.05,26.98,32.03,54.51,2.59,201.2,100.82,0.03
2019,4,16,39.37,26.57,33.01,53.41,2.78,174.7,100.76,0.65
2019,4,17,33.17,28.11,30.63,70.52,2.63,191.5,100.8,3.41
2019,4,18,32.93,27.29,29.9,75.79,2.47,195.2,100.72,3.24
2019,4,19,37.06,25.57,30.31,65.51,3.2,177.2,100.6,1.1
2019,4,20,36.32,26.47,31.2,66.44,3.08,199.1,100.47,0.16
2019,4,21,36.71,27.26,31.78,65.42,2.87,189.1,100.42,1.34
2019,4,22,38.28,27.45,32.36,54.6,3.59,158.4,100.51,0.18
2019,4,23,40.01,26.32,33.29,52.14,2.8,142.1,100.63,0.0
2019,4,24,37.56,28.85,33.15,54.97,2.05,176.3,100.65,0.04
2019,4,25,38.66,28.53,33.78,52.44,2.56,162.8,100.61,0.13
2019,4,26,37.01,28.94,32.76,53.99,3.01,163.3,100.6,0.34
2019,4,27,37.66,26.99,31.78,59.49,4.01,153.9,100.74,0.65
2019,4,28,38.36,27.42,31.93,59.31,3.61,189.6,100.84,2.38
2019,4,29,35.4,26.71,30.92,67.05,2.61,161.8,100.76,16.47
2019,4,30,33.58,26.76,29.99,72.59,3.38,196.4,100.75,1.02
2019,5,1,37.54,26.46,31.21,66.08,2.06,232.8,100.67,2.06
2019,5,2,37.48,26.33,31.46,64.03,2.72,193.8,100.68,0.33
2019,5,3,34.13,27.15,30.31,71.93,2.31,191.4,100.81,6.12
2019,5,4,33.53,26.63,29.45,79.08,2.74,199.3,100.84,22.17
2019,5,5,36.69,26.38,31.13,70.47,3.07,231.8,100.67,0.43
2019,5,6,35.73,27.45,30.91,69.86,3.48,229.5,100.54,0.26
2019,5,7,37.46,26.76,31.42,66.97,3.08,212.4,100.4,0.64
2019,5,8,34.67,27.56,30.57,72.05,3.97,214.9,100.4,2.51
2019,5,9,32.79,26.82,29.15,80.95,2.97,221.5,100.5,15.27
2019,5,10,32.35,25.82,28.56,82.81,3.14,213.5,100.71,12.96
2019,5,11,34.93,25.42,29.49,76.94,2.83,235.6,100.72,22.49
2019,5,12,32.01,25.89,28.47,84.54,3.24,211.2,100.68,12.67
2019,5,13,33.67,25.51,29.0,79.29,3.68,204.4,100.62,3.14
2019,5,14,33.14,25.8,28.96,82.28,3.48,198.7,100.67,13.2
2019,5,15,31.92,26.19,28.56,84.63,3.06,197.9,100.77,9.84
2019,5,16,31.18,25.52,28.06,87.28,3.24,209.2,100.81,23.68
2019,5,17,31.65,25.5,28.29,84.91,3.04,218.6,100.69,0.24
2019,5,18,33.37,25.96,29.06,81.7,3.71,212.5,100.62,0.03
2019,5,19,32.76,26.01,29.01,82.6,3.09,211.4,100.7,3.09
2019,5,20,31.75,26.16,28.37,86.71,2.96,209.6,100.73,10.06
2019,5,21,32.46,26.07,28.61,84.33,3.0,206.6,100.69,3.8
2019,5,22,31.74,25.47,28.25,86.12,2.36,213.2,100.78,14.37
2019,5,23,32.44,24.62,28.21,82.76,2.87,206.7,100.83,3.74
2019,5,24,31.64,25.2,28.11,85.69,2.52,211.0,100.77,21.97
2019,5,25,32.36,25.32,28.38,86.08,3.45,219.4,100.62,2.64
2019,5,26,31.47,25.54,28.04,86.8,3.41,213.1,100.61,6.95
